order_id,customer_name,restaurant,food_item,order_amount,delivery_time
855,Christopher Nunez,Biryani House,Chicken Biryani,142.34,25
856,Tamara Lawrence,Spice Kitchen,Rogan Josh,482.53,19
857,Emily Allen,Dragon Wok,Schezwan Rice,91.86,24
858,James Thomas,Mc Donalds,McSpicy,365.38,33
859,Kyle Andrews,Burger King,Whopper Burger,311.35,42
860,John Medina,Subway,Italian BMT,83.67,46
861,Tara Thompson,Dominos,BBQ Chicken Pizza,348.1,18
862,Dylan Lopez,KFC,Zinger Burger,167.45,30
863,Lisa Glenn,Pasta Corner,Lasagna,365.33,57
864,Kari Lee,Taj Mahal,Butter Chicken,253.74,24
865,Justin Delgado,Pizza Hut,Super Cheese Pizza,111.25,59
866,John Mckinney,Taco Bell,Crunchy Taco,119.93,20
867,Christopher Cunningham,Burger King,Royal Burger,191.31,17
868,Connie Johnson,Mc Donalds,McVeggie,484.09,23
869,Dylan Norman,Burger King,Spicy Burger,258.51,17
870,Patricia Simpson,Pizza Hut,Super Cheese Pizza,413.42,29
871,Laura Adams,Dragon Wok,Fried Rice,146.76,30
872,Wendy Weaver,Subway,Veggie Sub,370.02,32
873,Olivia Alexander,Spice Kitchen,Chana Masala,354.73,26
874,Jeffery Fitzgerald,Subway,Veggie Sub,478.44,38
875,Danielle Golden,Mc Donalds,Quarter Pounder,92.63,16
876,Dennis Atkins,Pasta Corner,Penne Arrabbiata,104.65,13
877,Sean Wilson,Pasta Corner,Penne Arrabbiata,108.82,35
878,Christine Rojas,Taj Mahal,Paneer Tikka,312.05,26
879,Shannon Bishop,Pizza Hut,Cheese Pizza,498.72,22
880,Luis Glover,Noodle Paradise,Chow Mein,414.18,15
881,Renee Hudson,Pasta Corner,Fettuccine Alfredo,105.14,39
882,Linda Jackson,Dominos,Margherita Pizza,465.86,37
883,Eileen Armstrong,Dragon Wok,Hakka Noodles,273.26,34
884,Kayla Mccullough,Noodle Paradise,Chow Mein,127.76,23
885,Brandy Brady,Subway,Turkey Sub,175.93,19
886,Anthony Ramirez,Dominos,Margherita Pizza,341.28,41
887,Meredith Anderson,Spice Kitchen,Rogan Josh,77.44,27
888,Frank Wright,Spice Kitchen,Aloo Gobi,238.66,51
889,Jenna Thomas,Pasta Corner,Penne Arrabbiata,333.84,44
890,Lori Brooks,Pasta Corner,Spaghetti Carbonara,495.23,60
891,Robert Mack,Dragon Wok,Schezwan Rice,265.86,60
892,Paul Neal,Burger King,Spicy Burger,460.7,42
893,Jordan Freeman,Taj Mahal,Dal Makhani,171.7,11
894,Sheila Boone,Taj Mahal,Tandoori Chicken,63.19,59
895,William Reid,Biryani House,Chicken Biryani,413.89,40
896,Sarah Flynn,Mc Donalds,McVeggie,395.08,24
897,Walter Summers,Subway,Veggie Sub,161.54,25
898,Frank Campbell MD,Biryani House,Chicken Biryani,393.82,24
899,Samuel Kramer,Taco Bell,Quesadilla,209.66,21
900,Pamela Williams,Subway,Chicken Sub,316.63,57
901,Sara Smith,Dragon Wok,Schezwan Rice,461.29,11
902,Brooke Bryant,Dragon Wok,Schezwan Rice,476.4,46
903,Jessica Forbes DVM,Subway,Chicken Sub,426.51,41
904,Elizabeth Baxter,Mc Donalds,McVeggie,129.0,12
905,Anna Ward,Pizza Hut,Cheese Pizza,154.68,24
906,Matthew Banks,Dominos,BBQ Chicken Pizza,50.31,49
907,Mario Barber,KFC,Chicken Strips,203.34,21
908,Jessica Davis,Pasta Corner,Fettuccine Alfredo,76.8,19
909,Daniel Miller,Taco Bell,Soft Taco,398.46,43
910,Kelly Wallace,Taj Mahal,Paneer Tikka,218.12,52
911,Greg Martinez,Spice Kitchen,Chana Masala,201.45,30
912,Melissa Woods,Subway,Chicken Sub,379.56,37
913,Brandon Shaffer,Pasta Corner,Lasagna,342.13,21
914,Jacob Evans,Dragon Wok,Schezwan Rice,150.46,47
915,Robert Baxter,Subway,Italian BMT,188.07,54
916,Megan Jones,Biryani House,Mutton Biryani,129.97,10
917,Lisa Martin,Dragon Wok,Hakka Noodles,432.84,59
918,Daniel Goodman,Taco Bell,Crunchy Taco,131.94,30
919,Lisa Ramos,Pasta Corner,Penne Arrabbiata,337.84,16
920,Steven Taylor,Burger King,Crispy Veg Burger,199.03,14
921,Nicholas Bell,KFC,Zinger Burger,492.07,20
922,Richard Wright,Noodle Paradise,Ramen,419.75,52
923,Danielle Burke,Noodle Paradise,Pad Thai,250.98,26
924,Dominique Pugh,KFC,Chicken Strips,361.93,32
925,Ryan Liu,Biryani House,Chicken Biryani,374.19,13
926,Lawrence Lopez,Spice Kitchen,Rogan Josh,379.66,20
927,Matthew Bowers,Spice Kitchen,Rogan Josh,446.8,32
928,Cynthia Cruz,Mc Donalds,McSpicy,95.64,40
929,Mark Jones,Pasta Corner,Penne Arrabbiata,123.2,14
930,Alexandria Ward,Pasta Corner,Spaghetti Carbonara,182.71,30
931,James Combs,Biryani House,Chicken Biryani,83.39,20
932,Joshua Thompson,Spice Kitchen,Aloo Gobi,379.39,45
933,William Jones,Pizza Hut,Paneer Pizza,317.31,49
934,Alexis Lewis,Burger King,Whopper Burger,244.1,51
935,Tiffany Sanders,Subway,Italian BMT,120.7,16
936,Micheal Wang,Taj Mahal,Tandoori Chicken,488.48,36
937,James Davidson,Dragon Wok,Schezwan Rice,347.27,29
938,Brittany Miller,KFC,Chicken Bucket,72.34,46
939,Thomas Mccann,Mc Donalds,McSpicy,119.12,33
940,Gabriel Willis,Dominos,BBQ Chicken Pizza,89.43,52
941,Marie Day,Noodle Paradise,Chow Mein,139.85,11
942,Jeffrey Ashley,KFC,Chicken Strips,337.19,15
943,David Middleton,Burger King,Whopper Burger,188.76,35
944,Logan Brown,Burger King,Royal Burger,452.69,26
945,Mary Thompson,Pizza Hut,Chicken Pizza,133.2,34
946,Chad Smith,Taj Mahal,Tandoori Chicken,250.6,26
947,Gregory Holmes PhD,Burger King,Royal Burger,168.53,27
948,Jacob Brady,Taco Bell,Crunchy Taco,118.01,54
949,Morgan Wilson,Noodle Paradise,Ramen,88.57,32
950,Frances Patterson,Pasta Corner,Lasagna,486.82,47
951,Deborah Proctor,KFC,Chicken Bucket,428.36,43
952,Kathleen Dixon,Spice Kitchen,Rogan Josh,307.72,25
953,Scott Jackson,Burger King,Spicy Burger,85.53,55
954,Raymond Shannon,Dominos,Margherita Pizza,104.13,58
955,Ashley Yang,Burger King,Crispy Veg Burger,477.08,20
956,Scott Smith,KFC,Chicken Strips,106.78,37
957,Jack Mora,Pizza Hut,Chicken Pizza,140.86,50
958,Tyler Johnson,Subway,Turkey Sub,193.89,56
959,Michelle Rios,Pasta Corner,Spaghetti Carbonara,89.16,45
960,David Moon,Spice Kitchen,Paneer Curry,435.48,43
961,Roger Duncan,Burger King,Whopper Burger,403.95,49
962,Michael Williams,Taco Bell,Quesadilla,100.63,19
963,Jose Williams,Subway,Veggie Sub,466.22,46
964,Shawn Cline,Pasta Corner,Spaghetti Carbonara,403.59,44
965,Emily Miller,Taj Mahal,Dal Makhani,168.86,51
966,Jacob Carter,Burger King,Royal Burger,66.86,27
967,Nancy Sanchez,Spice Kitchen,Aloo Gobi,328.21,53
968,Wesley Cuevas,Dragon Wok,Hakka Noodles,67.45,31
969,Morgan Payne,Dragon Wok,Egg Noodles,72.18,40
970,Brittany Randolph,Biryani House,Vegetable Biryani,59.1,60
971,Joshua Fields,Biryani House,Vegetable Biryani,176.16,41
972,Alexandra Rogers,Dragon Wok,Fried Rice,487.62,24
973,Jamie Rojas,Subway,Turkey Sub,488.4,38
974,Daniel Bird,Pasta Corner,Fettuccine Alfredo,171.24,36
975,Tyrone Kaufman,Taco Bell,Crunchy Taco,134.57,23
976,Douglas Williams,Spice Kitchen,Rogan Josh,391.77,33
977,Ryan Gutierrez,Dominos,Margherita Pizza,79.53,55
978,Judy Adkins,Mc Donalds,McSpicy,111.04,43
979,Kathy Walsh,Taco Bell,Crunchy Taco,128.18,22
980,Kevin Brown,Dominos,Margherita Pizza,64.88,13
981,Bianca Carter,Taj Mahal,Tandoori Chicken,173.29,39
982,Tammy Long,Mc Donalds,McSpicy,335.93,17
983,Erika Chavez,Noodle Paradise,Ramen,158.87,41
984,Tony Taylor,Taco Bell,Quesadilla,129.91,40
985,Ashley Garcia,Taco Bell,Burrito,204.91,26
986,Erik Martinez,Dragon Wok,Fried Rice,178.28,34
987,Randy Hayes,Dominos,Margherita Pizza,434.22,59
988,Samuel Davis,KFC,Chicken Strips,341.32,53
989,Elizabeth Bush,KFC,Zinger Burger,343.21,42
990,Cindy Gates,Dominos,Pepperoni Pizza,263.34,18
991,Michael Schmitt,Noodle Paradise,Lo Mein,320.51,10
992,Anthony Evans,KFC,Zinger Burger,323.75,29
993,Carrie Crane,Dragon Wok,Schezwan Rice,240.71,34
994,Kristi Pierce,Taj Mahal,Dal Makhani,163.4,39
995,Brian Leon,Biryani House,Hyderabadi Dum Biryani,313.02,10
996,Antonio Norman,Mc Donalds,McVeggie,302.66,48
997,Craig Morales,Taco Bell,Burrito,184.31,16
998,Teresa Miller,Burger King,Whopper Burger,201.33,27
999,Sylvia Jones,Noodle Paradise,Pad Thai,437.67,26
1000,Christina Brewer PhD,Noodle Paradise,Pad Thai,134.76,43
1001,Ryan Lamb,Pasta Corner,Penne Arrabbiata,454.86,48
1002,Tom Williams,Spice Kitchen,Paneer Curry,356.34,56
1003,Jessica Ramsey,Dominos,BBQ Chicken Pizza,498.86,26
1004,James Simmons MD,Spice Kitchen,Rogan Josh,224.72,12
1005,Denise Griffin,Taco Bell,Soft Taco,204.43,55
1006,Lucas Jensen,KFC,Chicken Wings,457.94,52
1007,Kathleen Andrade,Taj Mahal,Butter Chicken,430.44,52
1008,Brandon Reyes,Mc Donalds,Quarter Pounder,182.2,40
1009,Marvin Robles,Subway,Turkey Sub,376.33,45
1010,Zachary Stephens,Pasta Corner,Penne Arrabbiata,476.12,31
1011,James Reeves,Noodle Paradise,Ramen,150.01,24
1012,Richard Cooper,Dragon Wok,Schezwan Rice,239.21,31
1013,Erica Nelson,Taj Mahal,Butter Chicken,313.51,39
1014,Kyle Johnson,Pizza Hut,Chicken Pizza,74.15,50
1015,Diana Stokes,Taco Bell,Crunchy Taco,262.5,22
1016,Hunter Silva,Mc Donalds,Big Mac,440.37,34
1017,Christopher Wright,Mc Donalds,McVeggie,235.9,19
1018,Joseph Moody,Subway,Chicken Sub,204.2,46
1019,Pamela Gould,Burger King,Crispy Veg Burger,192.37,55
1020,Vickie Price,Subway,Veggie Sub,269.41,50
1021,Wendy Thompson,Subway,Turkey Sub,335.52,10
1022,Evan Rojas,Burger King,Spicy Burger,144.22,59
1023,Kevin Warner,Subway,Chicken Sub,270.31,58
1024,Keith Thomas,Pasta Corner,Spaghetti Carbonara,108.23,37
1025,Sara Cochran,Noodle Paradise,Chow Mein,231.53,40
1026,Kimberly Thompson,Spice Kitchen,Chana Masala,66.98,22
1027,Anthony Guzman,Dragon Wok,Schezwan Rice,477.53,30
1028,John Rivera,Pasta Corner,Penne Arrabbiata,58.06,10
1029,Renee Peterson,Noodle Paradise,Lo Mein,151.82,32
1030,Robert Oneill,Biryani House,Mutton Biryani,96.22,42
1031,Charles Bush,Taco Bell,Burrito,125.16,12
1032,Brian Fox,Biryani House,Vegetable Biryani,255.17,43
1033,Benjamin Bush,Taco Bell,Burrito,245.15,53
1034,Laurie Rogers,Subway,Turkey Sub,498.26,41
1035,William Oconnor,Taj Mahal,Tandoori Chicken,124.2,35
1036,Mark Freeman,Dominos,Margherita Pizza,150.94,18
1037,Michael Hoffman,KFC,Chicken Bucket,315.36,20
1038,Lisa Kelly,Pizza Hut,Paneer Pizza,370.0,60
1039,Robin Gray,Dominos,BBQ Chicken Pizza,444.44,26
1040,Elizabeth Thompson,Pasta Corner,Spaghetti Carbonara,317.27,13
1041,Michael Berry,Noodle Paradise,Ramen,344.11,11
1042,Patricia Bradley,Dominos,Pepperoni Pizza,237.55,34
1043,Evan Lamb,Pizza Hut,Paneer Pizza,263.48,19
1044,Margaret Garcia,KFC,Chicken Bucket,185.5,52
1045,Gary Miller MD,Pizza Hut,Paneer Pizza,330.26,54
1046,Mark Mccarty,Subway,Italian BMT,423.79,16
1047,Meagan Daniel,Mc Donalds,Big Mac,177.22,60
1048,Adam Clark,Pizza Hut,Chicken Pizza,139.39,22
1049,Hayley Buchanan,Pasta Corner,Fettuccine Alfredo,424.17,22
1050,Amber Kim,Taj Mahal,Dal Makhani,182.91,12
1051,Christopher Gutierrez,Mc Donalds,McSpicy,459.66,54
1052,Heather Bennett,Burger King,Spicy Burger,155.53,10
1053,Rachel Lane,Noodle Paradise,Ramen,458.1,46
1054,Courtney Hayes,Noodle Paradise,Chow Mein,117.12,15
1055,Amanda Smith,Pasta Corner,Spaghetti Carbonara,375.6,16
1056,Brian Peterson,Biryani House,Mutton Biryani,255.54,28
1057,Candace Jones,Biryani House,Hyderabadi Dum Biryani,72.54,21
1058,Vanessa Morgan,Dominos,Veggie Pizza,212.1,53
1059,Dr. Michele Reynolds,Taj Mahal,Dal Makhani,382.34,16
1060,Lisa Hamilton,Pasta Corner,Spaghetti Carbonara,54.35,18
1061,Gary Mccann,Noodle Paradise,Lo Mein,197.9,38
1062,Julian Frost,Taco Bell,Burrito,445.31,15
1063,Mary Evans,Taj Mahal,Butter Chicken,132.29,35
1064,James Dunn,Spice Kitchen,Rogan Josh,172.32,34
1065,Anthony Smith Jr.,Dragon Wok,Hakka Noodles,409.95,51
1066,Lori Castillo,Pasta Corner,Penne Arrabbiata,100.88,54
1067,Daniel Little,Dragon Wok,Fried Rice,491.71,20
1068,Kara Wilson,Pizza Hut,Chicken Pizza,460.05,40
1069,Kaitlin Jacobson,Pasta Corner,Lasagna,131.57,34
1070,Martin Hughes,Pasta Corner,Fettuccine Alfredo,325.11,53
1071,James Lopez,Dragon Wok,Egg Noodles,267.39,41
1072,Jeremiah Baker,Pizza Hut,Chicken Pizza,248.31,14
1073,Kristy Hernandez,Biryani House,Vegetable Biryani,55.56,53
1074,Anne Barnett,Mc Donalds,Quarter Pounder,490.05,52
1075,Jennifer Avila,Taj Mahal,Paneer Tikka,244.78,56
1076,Antonio Hughes,KFC,Chicken Wings,205.59,53
1077,Tracie Mcdaniel,Noodle Paradise,Chow Mein,116.89,45
1078,Laura Young,Taco Bell,Crunchy Taco,55.24,20
1079,James Nash,Mc Donalds,McSpicy,433.34,20
1080,Kenneth Black,Pizza Hut,Chicken Pizza,194.29,31
1081,Vickie Hernandez,Biryani House,Chicken Biryani,278.12,45
1082,Joann Rush,Noodle Paradise,Chow Mein,231.47,25
1083,Daniel Lee,Pizza Hut,Chicken Pizza,249.88,46
1084,Blake Vega,Burger King,Whopper Burger,435.47,38
1085,Rodney Hernandez,Taj Mahal,Paneer Tikka,491.3,57
1086,Emma Acosta,Noodle Paradise,Ramen,96.19,36
1087,Angie Hawkins,Dominos,Pepperoni Pizza,421.66,60
1088,Shannon Stone,Taco Bell,Burrito,450.55,45
1089,Alexandria Graves,KFC,Chicken Wings,477.66,33
1090,Rachael Rodriguez,Dominos,Margherita Pizza,429.94,31
1091,Keith Aguilar,Mc Donalds,McSpicy,372.5,33
1092,Ariel Garcia,Dragon Wok,Hakka Noodles,101.31,58
1093,Rachel Dillon,Noodle Paradise,Lo Mein,50.99,32
1094,Sherry Baker,Noodle Paradise,Pad Thai,296.46,33
1095,Laura Kennedy,Dragon Wok,Fried Rice,70.6,20
1096,Jamie Montgomery,Burger King,Crispy Veg Burger,419.83,57
1097,Jennifer Foster,Dragon Wok,Hakka Noodles,98.13,49
1098,Melissa Williams,KFC,Chicken Strips,104.34,35
1099,Derrick Watson,KFC,Chicken Wings,421.05,22
1100,Riley Collins,Dragon Wok,Schezwan Rice,98.49,36
1101,Shannon Cohen,Dominos,Pepperoni Pizza,397.47,38
1102,Crystal Turner,Burger King,Crispy Veg Burger,483.73,10
1103,Patricia Flores,Mc Donalds,Big Mac,298.95,37
1104,Lisa Davis,Taco Bell,Quesadilla,465.97,59
1105,Thomas Russell,Subway,Chicken Sub,378.72,18
1106,Mr. James Brown,Pizza Hut,Chicken Pizza,345.88,48
1107,Ana Mckinney,Taj Mahal,Dal Makhani,238.4,48
1108,Richard Warren,Dragon Wok,Egg Noodles,173.12,31
1109,Carrie Golden,Biryani House,Hyderabadi Dum Biryani,412.16,18
1110,Anthony Johnson,Spice Kitchen,Paneer Curry,429.38,45
1111,Isaac Gonzalez,Taj Mahal,Tandoori Chicken,140.4,49
1112,John Sanders,Dragon Wok,Schezwan Rice,358.98,53
1113,Melanie Allen,Subway,Chicken Sub,276.75,54
1114,Jeremy Horne MD,Noodle Paradise,Pad Thai,369.66,58
1115,Hailey Monroe,Taj Mahal,Dal Makhani,312.26,52
1116,Ronald Davis,Dragon Wok,Hakka Noodles,353.41,44
1117,Anthony Nash,Biryani House,Hyderabadi Dum Biryani,413.74,43
1118,Cindy Walker,Pizza Hut,Cheese Pizza,221.39,13
1119,Daniel Pearson,Noodle Paradise,Ramen,139.96,58
1120,Sharon Coffey,Pasta Corner,Penne Arrabbiata,492.59,53
1121,Kara Anderson,Biryani House,Mutton Biryani,427.72,54
1122,Robert Walker,Pasta Corner,Fettuccine Alfredo,141.8,44
1123,Terri Marquez,Dominos,Veggie Pizza,416.31,16
1124,Desiree Woodard,Taco Bell,Soft Taco,384.09,45
1125,Judy Robinson,Spice Kitchen,Aloo Gobi,279.92,60
1126,Joseph Hanson,Pasta Corner,Fettuccine Alfredo,361.82,13
1127,Adrienne Key,Spice Kitchen,Rogan Josh,237.45,60
1128,Sara Hoffman,Noodle Paradise,Pad Thai,484.62,13
1129,Diane Cohen,Dominos,Veggie Pizza,141.39,59
1130,Mr. Donald Nguyen,Burger King,Crispy Veg Burger,460.17,55
1131,Matthew Farley,Dragon Wok,Schezwan Rice,389.8,44
1132,Chelsea Holmes,Dragon Wok,Egg Noodles,399.27,22
1133,Anthony Mathews,Biryani House,Hyderabadi Dum Biryani,129.84,53
1134,Jennifer Flores,Pizza Hut,Super Cheese Pizza,483.11,57
1135,Alexander Jimenez,Mc Donalds,Big Mac,219.74,37
1136,Terry Sullivan,Biryani House,Vegetable Biryani,108.53,47
1137,Lauren Cooley,Biryani House,Chicken Biryani,198.75,55
1138,Grace Reeves,Subway,Veggie Sub,119.17,30
1139,Margaret Alvarez,Taco Bell,Crunchy Taco,398.15,50
1140,Heather Evans,Taco Bell,Burrito,270.75,46
1141,Matthew Grant,Mc Donalds,McVeggie,82.8,55
1142,John Figueroa,Taj Mahal,Tandoori Chicken,480.64,43
1143,Kristin Gaines,Pizza Hut,Super Cheese Pizza,237.17,44
1144,Stephanie Pena,Spice Kitchen,Chana Masala,207.23,23
1145,Daniel Savage,Noodle Paradise,Pad Thai,198.98,28
1146,Stephen Watson,KFC,Chicken Wings,498.48,58
1147,Julie Wilson,Noodle Paradise,Ramen,101.62,32
1148,Mark Carpenter,Burger King,Crispy Veg Burger,457.02,49
1149,Kaitlyn Lee,Taco Bell,Soft Taco,481.5,53
1150,Michael Moreno,Taj Mahal,Dal Makhani,462.17,17
1151,Seth Hernandez,Spice Kitchen,Paneer Curry,293.11,28
1152,Grace Benitez DVM,Dominos,Veggie Pizza,281.44,42
1153,Mrs. Shannon White,Burger King,Royal Burger,69.73,51
1154,Gary Hatfield,KFC,Zinger Burger,281.25,16
1155,Anthony Hayes,Subway,Veggie Sub,332.12,23
1156,Raymond Johnston,Noodle Paradise,Lo Mein,439.23,37
1157,Richard Chan,Pizza Hut,Super Cheese Pizza,291.99,54
1158,Jeffrey Jordan,Dragon Wok,Hakka Noodles,340.95,14
1159,John Smith,Dragon Wok,Egg Noodles,60.69,55
1160,Monica Dodson,Taj Mahal,Paneer Tikka,89.38,13
1161,Nicole Schmidt,Subway,Turkey Sub,301.14,46
1162,Aaron Gross,KFC,Zinger Burger,233.43,38
1163,Shawn Collins,Noodle Paradise,Chow Mein,244.86,11
1164,Jonathan Torres,Spice Kitchen,Chana Masala,290.68,51
1165,Angel Fry,Dragon Wok,Fried Rice,390.18,47
1166,Joseph Warren,Dominos,Pepperoni Pizza,210.97,42
1167,Michael Anderson,Pizza Hut,Paneer Pizza,404.1,29
1168,Katherine Christensen MD,Taco Bell,Crunchy Taco,176.68,38
1169,Robin Smith,Spice Kitchen,Rogan Josh,419.96,11
1170,William Clark,Burger King,Crispy Veg Burger,290.06,18
1171,Jonathan Martinez,Dragon Wok,Hakka Noodles,408.55,44
1172,Rebecca Brooks,Biryani House,Mutton Biryani,184.13,60
1173,Patricia Dean,Dragon Wok,Schezwan Rice,480.83,10
1174,Amber Rodriguez,Mc Donalds,Quarter Pounder,105.46,10
1175,Amber Wilson,Taco Bell,Quesadilla,291.72,15
1176,Caleb King,Biryani House,Mutton Biryani,386.73,56
1177,Christine Jennings,Taj Mahal,Tandoori Chicken,235.69,51
1178,Jason Garcia,Mc Donalds,Quarter Pounder,122.43,24
1179,Lisa Haynes,Taco Bell,Burrito,137.45,21
1180,Steven Hunt,Noodle Paradise,Ramen,433.12,45
1181,Diane Glover,Burger King,Whopper Burger,180.79,14
1182,Mr. Richard Decker DVM,Biryani House,Chicken Biryani,138.84,47
1183,Jason Martin,Burger King,Spicy Burger,210.71,52
1184,Susan Watts,Noodle Paradise,Lo Mein,95.02,49
1185,Mr. Adam Davis,Pizza Hut,Super Cheese Pizza,193.0,38
1186,Kenneth Snyder,Taj Mahal,Butter Chicken,362.06,19
1187,Penny Jones,Taco Bell,Burrito,413.46,37
1188,Summer Newman,Subway,Veggie Sub,190.95,60
1189,William Baker,KFC,Chicken Wings,174.51,33
1190,Robert Sawyer,Subway,Turkey Sub,445.05,39
1191,Heather Rhodes,Burger King,Spicy Burger,398.65,41
1192,Brian York,Mc Donalds,Big Mac,129.1,48
1193,Alexandra Taylor,Pizza Hut,Paneer Pizza,436.42,18
1194,Erin Kline,Mc Donalds,Quarter Pounder,168.46,50
1195,Debra Quinn,Pizza Hut,Cheese Pizza,451.45,42
1196,Grant Wilson,Noodle Paradise,Ramen,415.69,47
1197,Jesus Houston,Spice Kitchen,Aloo Gobi,457.84,45
1198,Karen Fisher,Biryani House,Hyderabadi Dum Biryani,344.26,19
1199,Carol Anderson,Taj Mahal,Dal Makhani,150.49,59
1200,Vicki Richard,Taco Bell,Burrito,110.25,42
1201,Lewis Pigott,Mc Donalds,Big Mac,228.55,42
1202,Dr. Dara McGreal,Dominos,Margherita Pizza,431.59,49
1203,Dr. Tomas Brown,Noodle Paradise,Lo Mein,390.74,18
1204,Ms. Karen Quinlan,Burger King,Crispy Veg Burger,130.62,46
1205,Lee Nash,Noodle Paradise,Lo Mein,381.16,40
1206,Bradley Keoghan,Taj Mahal,Paneer Tikka,148.47,41
1207,Dr. Alan Sinnott,KFC,Chicken Bucket,168.96,24
1208,Mr. Jared Sheehan,Dominos,Margherita Pizza,283.05,60
1209,Nikki Cunneen,Taj Mahal,Dal Makhani,261.35,39
1210,Nadia Johnson,Dominos,Pepperoni Pizza,491.27,30
1211,Evie McIlwee,Pizza Hut,Paneer Pizza,425.69,26
1212,Ryan Clohessey,Taco Bell,Soft Taco,219.5,34
1213,Conrad Ronan,Taj Mahal,Paneer Tikka,282.5,34
1214,Dr. Tamara Reid,KFC,Chicken Wings,208.8,32
1215,Ms. Antoinette Raleigh,Burger King,Royal Burger,449.23,10
1216,Dairine Magennity,Mc Donalds,Quarter Pounder,247.95,24
1217,Ben Rowan-Heavey,Pizza Hut,Paneer Pizza,145.18,21
1218,Melissa McGovern,Subway,Turkey Sub,320.91,17
1219,Shelley Hishon,Noodle Paradise,Lo Mein,236.58,31
1220,Micheal Neligan,Dragon Wok,Fried Rice,266.68,40
1221,Dr. Callum Richards,Burger King,Crispy Veg Burger,315.86,51
1222,Ellie Dillon,Spice Kitchen,Chana Masala,159.65,18
1223,Robyn Bodkin,Taco Bell,Soft Taco,110.63,42
1224,Kristopher Melody,Dominos,Margherita Pizza,75.16,26
1225,Ryan Tuohy,Subway,Italian BMT,319.71,46
1226,Calum Lynn,Noodle Paradise,Ramen,445.33,56
1227,Laura Hallahan,Noodle Paradise,Pad Thai,476.26,23
1228,Dr. Jarlath McDunphy,Burger King,Royal Burger,440.29,20
1229,Mrs. Shelley Heckett,KFC,Chicken Wings,320.38,60
1230,Dr. Erica Woulfe,Taco Bell,Soft Taco,330.45,42
1231,Dr. Jonathon O'Cadden,Biryani House,Mutton Biryani,375.88,31
1232,Caoimhin Heaphy,Burger King,Whopper Burger,153.42,34
1233,Jarlath McCooey,Subway,Veggie Sub,57.45,43
1234,Miss Kirsty Shiels,Mc Donalds,McSpicy,421.93,48
1235,Orla Deegan,Pizza Hut,Super Cheese Pizza,264.14,49
1236,Craig Raol,Taco Bell,Crunchy Taco,444.99,44
1237,Kyle Deely,Mc Donalds,Big Mac,91.94,52
1238,Tom Goulding-Gilmartin,Subway,Veggie Sub,453.64,59
1239,Kevin Harrihy,Noodle Paradise,Chow Mein,284.92,33
1240,Simone Glazier,Dominos,BBQ Chicken Pizza,153.27,40
1241,Miss Billie-Jo Miley,Pasta Corner,Lasagna,207.73,57
1242,William Donegan,Pasta Corner,Spaghetti Carbonara,241.47,26
1243,Dr. Michael Roe,Burger King,Crispy Veg Burger,459.54,15
1244,Padraig Ashman,Biryani House,Hyderabadi Dum Biryani,166.01,10
1245,Rhian Cauley,Dragon Wok,Fried Rice,310.09,17
1246,Jayne Pinder,Mc Donalds,Big Mac,218.76,23
1247,Saskia Garry,Dragon Wok,Schezwan Rice,233.98,16
1248,Ms. Rebekah Dornan,Subway,Italian BMT,343.21,26
1249,Keith MacMullan,Biryani House,Hyderabadi Dum Biryani,304.1,49
1250,Toni McIlroy,Biryani House,Hyderabadi Dum Biryani,389.74,36
1251,Maeve Jennings,Mc Donalds,McSpicy,130.42,45
1252,Killian McAnally-Lincoln,Mc Donalds,McSpicy,164.2,29
1253,Shannen Duane,Taco Bell,Burrito,398.39,35
1254,Leo Scanlan,Dragon Wok,Egg Noodles,434.75,52
1255,Rowan MacEver-Walsh,Pizza Hut,Super Cheese Pizza,250.97,54
1256,Mr. Declan Hankard,Subway,Veggie Sub,146.51,35
1257,Patrice Lenaghan-McBreen,Pasta Corner,Fettuccine Alfredo,410.38,49
1258,Mr. Danny Roden,Dragon Wok,Fried Rice,122.33,50
1259,Nuala MacNabb,Dominos,Pepperoni Pizza,420.46,40
1260,Mrs. Sabrina McClean,Taco Bell,Quesadilla,89.66,26
1261,Kaitlyn Minogue,KFC,Zinger Burger,86.02,12
1262,Dr. Logan Bell,Dragon Wok,Hakka Noodles,468.81,35
1263,Bethany Brennan,Taco Bell,Burrito,370.22,48
1264,Carly Clery,Dominos,Margherita Pizza,338.13,38
1265,Mr. Declan Kieran,Dominos,Margherita Pizza,432.76,43
1266,Mr. George Kangley,Biryani House,Mutton Biryani,65.12,48
1267,Brad Linny,Mc Donalds,Quarter Pounder,326.84,53
1268,Ronan Buttimore,Dominos,Veggie Pizza,157.67,10
1269,Shauneen O'Cadden,Subway,Veggie Sub,498.57,59
1270,Travis de Courcey,Spice Kitchen,Paneer Curry,351.35,35
1271,Ms. Roberta Wrynn,Taco Bell,Soft Taco,282.98,57
1272,Courtney Saors,Dragon Wok,Fried Rice,463.63,45
1273,Dr. Barry McGuill,Biryani House,Vegetable Biryani,206.36,27
1274,Jana MacDowell,KFC,Chicken Strips,254.64,35
1275,Amie Belton,Taco Bell,Crunchy Taco,167.5,36
1276,Miss Claire Neelin,Mc Donalds,Big Mac,301.38,42
1277,Ms. Meg McEvaddy,Biryani House,Vegetable Biryani,476.16,42
1278,Mr. Deaglan Lincoln,Biryani House,Vegetable Biryani,362.39,34
1279,Charis Corish,Taco Bell,Quesadilla,396.49,58
